,original_title,runtime,genres,production_companies,release_date,release_year,budget_adj,revenue_adj,number_of_companies,budget_per_company,Company,revenue_per_company,Profit
5477,The Family,111.0,Crime|Comedy|Action,Canal Plus|TF1 Films Production|Grive Productions|EuropaCorp|Relativity Media,9/13/13,2013,28081000,34534225,5,5616200,"['Canal Plus', 'TF1 Films Production', 'Grive Productions', 'EuropaCorp', 'Relativity Media']",6906845,6453225
5480,The Place Beyond the Pines,140.0,Drama|Crime,Sidney Kimmel Entertainment|Electric City Entertainment|Verisimilitude,3/20/13,2013,14040500,33215712,3,4680166,"['Sidney Kimmel Entertainment', 'Electric City Entertainment', 'Verisimilitude']",11071904,19175212
5481,Grown Ups 2,100.0,Comedy,Columbia Pictures|Happy Madison Productions|Sony Pictures Entertainment (SPE),7/11/13,2013,74882668,231185521,3,24960889,"['Columbia Pictures', 'Happy Madison Productions', 'Sony Pictures Entertainment (SPE)']",77061840,156302853
5482,The Hangover Part III,100.0,Comedy,Legendary Pictures|Green Hat Films,5/23/13,2013,96411435,338844141,2,48205717,"['Legendary Pictures', 'Green Hat Films']",169422070,242432706
5483,The Croods,98.0,Adventure|Animation|Comedy|Family|Fantasy,DreamWorks Animation,3/20/13,2013,126364502,547746993,1,126364502,['DreamWorks Animation'],547746993,421382491
5484,Homefront,100.0,Action|Thriller,Millennium Films|Open Road Films,11/27/13,2013,20592733,40304564,2,10296366,"['Millennium Films', 'Open Road Films']",20152282,19711831
5485,Escape Plan,115.0,Action|Thriller,Summit Entertainment|Atmosphere Entertainment MM|Emmett/Furla Films|Mark Canton Productions|Envision Entertainment,10/9/13,2013,46801667,115052643,5,9360333,"['Summit Entertainment', 'Atmosphere Entertainment MM', 'Emmett/Furla Films', 'Mark Canton Productions', 'Envision Entertainment']",23010528,68250976
5486,Carrie,100.0,Drama|Horror,Screen Gems|Metro-Goldwyn-Mayer (MGM)|Misher Films,10/16/13,2013,28081000,77123801,3,9360333,"['Screen Gems', 'Metro-Goldwyn-Mayer (MGM)', 'Misher Films']",25707933,49042801
5487,Captain Phillips,134.0,Action|Drama|Thriller,Columbia Pictures,10/10/13,2013,51481834,88923168,1,51481834,['Columbia Pictures'],88923168,37441334
5488,The Counselor,117.0,Thriller|Crime|Drama,Ingenious Media|Fox 2000 Pictures|Scott Free Productions|Kanzaman|Nick Wechsler Productions,10/25/13,2013,23400833,66467104,5,4680166,"['Ingenious Media', 'Fox 2000 Pictures', 'Scott Free Productions', 'Kanzaman', 'Nick Wechsler Productions']",13293420,43066271
5489,White House Down,131.0,Action|Drama|Thriller,Columbia Pictures|Centropolis Entertainment|Iron Horse Entertainment (II)|Mythology Entertainment (II),6/27/13,2013,140405002,192230115,4,35101250,"['Columbia Pictures', 'Centropolis Entertainment', 'Iron Horse Entertainment (II)', 'Mythology Entertainment (II)']",48057528,51825113
5490,Begin Again,104.0,Comedy|Music|Romance|Drama,Likely Story|Apatow Productions|Exclusive Media Group|Sycamore Pictures,9/7/13,2013,7488266,59405226,4,1872066,"['Likely Story', 'Apatow Productions', 'Exclusive Media Group', 'Sycamore Pictures']",14851306,51916960
5491,The Big Wedding,90.0,Comedy,Millenium Films|Two Ton Films,4/25/13,2013,32761167,20423637,2,16380583,"['Millenium Films', 'Two Ton Films']",10211818,-12337530
5492,Life of Crime,94.0,Comedy|Crime,Gotham Group|Abbolita Productions|Starstream Entertainment,9/14/13,2013,11232400,1363496,3,3744133,"['Gotham Group', 'Abbolita Productions', 'Starstream Entertainment']",454498,-9868904
5494,Jack the Giant Slayer,114.0,Action|Family|Fantasy,New Line Cinema|Original Film|Legendary Pictures|Warner Bros.|Big Kid Pictures,2/27/13,2013,182526503,185042189,5,36505300,"['New Line Cinema', 'Original Film', 'Legendary Pictures', 'Warner Bros.', 'Big Kid Pictures']",37008437,2515686
5495,Runner Runner,91.0,Crime|Thriller|Drama,20th Century Fox|Double Feature Films|Appian Way|Stone Village Pictures|New Regency Pictures,9/24/13,2013,28081000,58611269,5,5616200,"['20th Century Fox', 'Double Feature Films', 'Appian Way', 'Stone Village Pictures', 'New Regency Pictures']",11722253,30530269
5496,Bullet to the Head,92.0,Action|Crime|Thriller,Dark Castle Entertainment|After Dark Films|IM Global|Automatik Entertainment|Silver Reel,1/31/13,2013,51481834,8882796,5,10296366,"['Dark Castle Entertainment', 'After Dark Films', 'IM Global', 'Automatik Entertainment', 'Silver Reel']",1776559,-42599038
5497,What If,93.0,Drama|Comedy|Romance,Fastnet Films|Caramel Film|No Trace Camping,9/7/13,2013,10296366,7345053,3,3432122,"['Fastnet Films', 'Caramel Film', 'No Trace Camping']",2448351,-2951313
5498,Delivery Man,105.0,Comedy,DreamWorks SKG|Touchstone Pictures,10/10/13,2013,24336867,47891309,2,12168433,"['DreamWorks SKG', 'Touchstone Pictures']",23945654,23554442
5499,This Is the End,107.0,Action|Comedy,Columbia Pictures|Mandate Pictures|Sony Pictures Entertainment (SPE)|Point Grey Pictures,6/12/13,2013,29953067,117978881,4,7488266,"['Columbia Pictures', 'Mandate Pictures', 'Sony Pictures Entertainment (SPE)', 'Point Grey Pictures']",29494720,88025814
5500,Jackass Presents: Bad Grandpa,92.0,Comedy,Paramount Pictures|MTV Films|Dickhouse Productions,10/22/13,2013,14040500,142119382,3,4680166,"['Paramount Pictures', 'MTV Films', 'Dickhouse Productions']",47373127,128078882
5501,Parker,118.0,Action|Crime,SND,1/23/13,2013,32761167,43260317,1,32761167,['SND'],43260317,10499150
5502,After Earth,100.0,Science Fiction|Action|Adventure,Columbia Pictures|Blinding Edge Pictures|Overbrook Entertainment,5/30/13,2013,121684335,228245299,3,40561445,"['Columbia Pictures', 'Blinding Edge Pictures', 'Overbrook Entertainment']",76081766,106560964
5504,The Heat,117.0,Action|Comedy|Crime,Ingenious Film Partners|Ingenious Media|Twentieth Century Fox Film Corporation|Chernin Entertainment|Big Screen Productions,6/27/13,2013,40249434,148524324,5,8049886,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Chernin Entertainment', 'Big Screen Productions']",29704864,108274890
5505,Saving Mr. Banks,125.0,Comedy|Drama|History,Walt Disney Pictures|BBC Films|Ruby Films|Essential Media & Entertainment|Hopscotch Features,11/16/13,2013,32761167,105345480,5,6552233,"['Walt Disney Pictures', 'BBC Films', 'Ruby Films', 'Essential Media & Entertainment', 'Hopscotch Features']",21069096,72584313
5506,Kick-Ass 2,103.0,Action|Adventure|Crime,Universal Pictures|Marv Films,7/17/13,2013,26208933,27144967,2,13104466,"['Universal Pictures', 'Marv Films']",13572483,936034
5507,Oculus,104.0,Horror,Intrepid Pictures|Blumhouse Productions|Relativity Media|WWE Studios|MICA Entertainment,9/8/13,2013,4680166,41213778,5,936033,"['Intrepid Pictures', 'Blumhouse Productions', 'Relativity Media', 'WWE Studios', 'MICA Entertainment']",8242755,36533612
5508,The Lone Ranger,149.0,Action|Adventure|Western,Walt Disney Pictures|Jerry Bruckheimer Films|Infinitum Nihil|Silver Bullet Productions (II)|Blind Wink Productions,7/3/13,2013,238688504,83578333,5,47737700,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Infinitum Nihil', 'Silver Bullet Productions (II)', 'Blind Wink Productions']",16715666,-155110171
5509,Gangster Squad,113.0,Crime|Drama|Action|Thriller,Village Roadshow Pictures|Lin Pictures|Warner Bros.|Langley Park Production,1/10/13,2013,56162001,98471553,4,14040500,"['Village Roadshow Pictures', 'Lin Pictures', 'Warner Bros.', 'Langley Park Production']",24617888,42309552
5510,Identity Thief,111.0,Comedy|Crime,Stuber Productions|Aggregate Films|DumbDumb,2/7/13,2013,32761167,162837051,3,10920389,"['Stuber Productions', 'Aggregate Films', 'DumbDumb']",54279017,130075884
5512,Stoker,99.0,Drama|Horror|Thriller,Fox Searchlight Pictures|Scott Free Productions|Indian Paintbrush,2/28/13,2013,11232400,11304887,3,3744133,"['Fox Searchlight Pictures', 'Scott Free Productions', 'Indian Paintbrush']",3768295,72487
5514,All Is Lost,106.0,Action|Adventure|Drama,Sudden Storm Productions|FilmNation Entertainment|Treehouse Pictures|Before the Door Pictures|Washington Square Films,10/18/13,2013,8424300,5717965,5,1684860,"['Sudden Storm Productions', 'FilmNation Entertainment', 'Treehouse Pictures', 'Before the Door Pictures', 'Washington Square Films']",1143593,-2706335
5515,Texas Chainsaw 3D,92.0,Horror|Thriller,Nu Image Films|Lions Gate,1/3/13,2013,18720667,44220036,2,9360333,"['Nu Image Films', 'Lions Gate']",22110018,25499369
5516,The Spectacular Now,95.0,Comedy|Drama|Romance,21 Laps Entertainment|Andrew Lauren Productions (ALP)|A24,8/2/13,2013,2340083,6416144,3,780027,"['21 Laps Entertainment', 'Andrew Lauren Productions (ALP)', 'A24']",2138714,4076061
5517,Trance,101.0,Thriller|Crime|Drama|Mystery,Cloud Eight Films|PathÃ©|Decibel Films|Film4,3/27/13,2013,18720667,22709637,4,4680166,"['Cloud Eight Films', 'PathÃ©', 'Decibel Films', 'Film4']",5677409,3988970
5518,Anchorman 2: The Legend Continues,119.0,Comedy,Paramount Pictures|Gary Sanchez Productions|Apatow Productions,12/18/13,2013,46801667,162541269,3,15600555,"['Paramount Pictures', 'Gary Sanchez Productions', 'Apatow Productions']",54180423,115739602
5520,Oz: The Great and Powerful,130.0,Fantasy|Adventure|Family,Walt Disney Pictures|Roth Films,3/7/13,2013,187206670,460405366,2,93603335,"['Walt Disney Pictures', 'Roth Films']",230202683,273198696
5521,Turbo,96.0,Animation|Family,DreamWorks Animation,7/11/13,2013,126364502,264495582,1,126364502,['DreamWorks Animation'],264495582,138131080
5522,Redemption,100.0,Action|Thriller,Lionsgate,5/7/13,2013,18720667,7818578,1,18720667,['Lionsgate'],7818578,-10902089
5523,Pain & Gain,130.0,Thriller|Crime|Action,Paramount Pictures|De Line Pictures,4/18/13,2013,23400833,80662946,2,11700416,"['Paramount Pictures', 'De Line Pictures']",40331473,57262113
5526,The Host,125.0,Action|Adventure|Romance|Science Fiction|Thriller,Nick Wechsler Productions|Open Road Films|Silver Reel|Chockstone Pictures,3/22/13,2013,41185467,59276372,4,10296366,"['Nick Wechsler Productions', 'Open Road Films', 'Silver Reel', 'Chockstone Pictures']",14819093,18090905
5527,Oldboy,104.0,Drama|Thriller|Mystery|Action,Vertigo Entertainment|40 Acres & A Mule Filmworks|Good Universe|OB Productions,11/14/13,2013,28081000,4550078,4,7020250,"['Vertigo Entertainment', '40 Acres & A Mule Filmworks', 'Good Universe', 'OB Productions']",1137519,-23530922
5528,Labor Day,111.0,Drama,Mr. Mudd Production|Indian Paintbrush|Right of Way Films,12/27/13,2013,16848600,18978836,3,5616200,"['Mr. Mudd Production', 'Indian Paintbrush', 'Right of Way Films']",6326278,2130236
5529,Mama,100.0,Horror,Universal Pictures|Toma 78|De Milo,1/17/13,2013,14040500,137126799,3,4680166,"['Universal Pictures', 'Toma 78', 'De Milo']",45708933,123086299
5531,The Physician,155.0,Adventure|Drama|History,ARD Degeto Film|UFA Cinema|CinePostproduction|Beta Cinema|Pixomondo,12/25/13,2013,29953067,53619956,5,5990613,"['ARD Degeto Film', 'UFA Cinema', 'CinePostproduction', 'Beta Cinema', 'Pixomondo']",10723991,23666889
5532,Admission,107.0,Comedy|Drama|Romance,Focus Features,3/21/13,2013,12168433,16848600,1,12168433,['Focus Features'],16848600,4680167
5534,The Butler,132.0,Drama,Laura Ziskin Productions|Lee Daniels Entertainment|Follow Through Productions|Salamander Pictures|Pam Williams Productions,8/16/13,2013,23400833,108507022,5,4680166,"['Laura Ziskin Productions', 'Lee Daniels Entertainment', 'Follow Through Productions', 'Salamander Pictures', 'Pam Williams Productions']",21701404,85106189
5535,Movie 43,90.0,Comedy,Greenestreet Films|Relativity Media|Virgin Produced|Wessler Entertainment|Witness Protection Films,1/1/13,2013,5616200,30363974,5,1123240,"['Greenestreet Films', 'Relativity Media', 'Virgin Produced', 'Wessler Entertainment', 'Witness Protection Films']",6072794,24747774
5536,21 & Over,93.0,Comedy,Relativity Media|Virgin Produced|Mandeville Films|SkyLand Entertainment,3/1/13,2013,12168433,44991072,4,3042108,"['Relativity Media', 'Virgin Produced', 'Mandeville Films', 'SkyLand Entertainment']",11247768,32822639
5537,Escape from Planet Earth,89.0,Animation|Comedy|Adventure|Family|Science Fiction,"Rainmaker Entertainment|Mainframe Entertainment|Weinstein Company, The",2/14/13,2013,37441334,69825881,3,12480444,"['Rainmaker Entertainment', 'Mainframe Entertainment', 'Weinstein Company, The']",23275293,32384547
5538,Grudge Match,113.0,Comedy,Gerber Pictures|Warner Bros.,12/25/13,2013,37441334,42034693,2,18720667,"['Gerber Pictures', 'Warner Bros.']",21017346,4593359
5539,Belle,105.0,Drama,Isle of Man Film|DJ Films|British Film Institute (BFI)|Pinewood Studios|Metrol Technology,9/8/13,2013,10202763,15449661,5,2040552,"['Isle of Man Film', 'DJ Films', 'British Film Institute (BFI)', 'Pinewood Studios', 'Metrol Technology']",3089932,5246898
5541,Machete Kills,107.0,Action|Crime|Thriller,Open Road Films|Overnight Films|AR Films|Aldamisa Entertainment|Demarest Films,9/12/13,2013,11232400,14048139,5,2246480,"['Open Road Films', 'Overnight Films', 'AR Films', 'Aldamisa Entertainment', 'Demarest Films']",2809627,2815739
5542,Safe Haven,115.0,Romance,Temple Hill Productions|Relativity Media,2/7/13,2013,26208933,91351370,2,13104466,"['Temple Hill Productions', 'Relativity Media']",45675685,65142437
5545,Bad Words,88.0,Comedy,Darko Entertainment|Aggregate Film,9/6/13,2013,8892316,7301060,2,4446158,"['Darko Entertainment', 'Aggregate Film']",3650530,-1591256
5546,The Bling Ring,90.0,Drama|Crime,PathÃ© Distribution|A24,6/12/13,2013,14040500,17921043,2,7020250,"['PathÃ© Distribution', 'A24']",8960521,3880543
5547,Empire State,94.0,Action|Drama,Grindstone Entertainment Group|Cheetah Vision|Voltage Pictures|Emmett/Furla Films|Envision Entertainment Corporation,9/3/13,2013,10296366,3406548,5,2059273,"['Grindstone Entertainment Group', 'Cheetah Vision', 'Voltage Pictures', 'Emmett/Furla Films', 'Envision Entertainment Corporation']",681309,-6889818
5548,Behind the Candelabra,118.0,Drama|Romance,HBO Films,5/26/13,2013,21528767,14602120,1,21528767,['HBO Films'],14602120,-6926647
5549,Cloudy with a Chance of Meatballs 2,95.0,Animation|Family|Comedy,Columbia Pictures|Sony,9/26/13,2013,73010601,232496289,2,36505300,"['Columbia Pictures', 'Sony']",116248144,159485688
5551,Blue Jasmine,98.0,Comedy|Drama,Perdido Productions,7/25/13,2013,16848600,91268382,1,16848600,['Perdido Productions'],91268382,74419782
5552,Third Person,137.0,Drama|Romance,Hwy61|Corsan|Volten|Lailaps Pictures|Purple Papaya Films,9/9/13,2013,26208933,956062,5,5241786,"['Hwy61', 'Corsan', 'Volten', 'Lailaps Pictures', 'Purple Papaya Films']",191212,-25252871
5556,A Haunted House,86.0,Comedy|Horror,Endgame Entertainment|Wayans Bros. Entertainment|IM Global|Open Road Films,1/11/13,2013,2340083,56294621,4,585020,"['Endgame Entertainment', 'Wayans Bros. Entertainment', 'IM Global', 'Open Road Films']",14073655,53954538
5557,Only God Forgives,90.0,Drama|Thriller|Crime,Gaumont|Wild Bunch|Bold Films|Film i VÃ¤st|A Grand Elephant,5/30/13,2013,4492960,9676139,5,898592,"['Gaumont', 'Wild Bunch', 'Bold Films', 'Film i VÃ¤st', 'A Grand Elephant']",1935227,5183179
5558,Side Effects,106.0,Thriller|Crime|Drama,Di Bonaventura Pictures|Endgame Entertainment|Universal|Open Road Films,2/7/13,2013,28081000,59319014,4,7020250,"['Di Bonaventura Pictures', 'Endgame Entertainment', 'Universal', 'Open Road Films']",14829753,31238014
5561,La migliore offerta,124.0,Drama|Romance|Crime|Mystery,Paco Cinematografica|Warner Bros.|Regione Lazio|Business Location Sudtirol Alto Adige|Friuli Venezia Giulia Film Commission,1/1/13,2013,12636450,18024139,5,2527290,"['Paco Cinematografica', 'Warner Bros.', 'Regione Lazio', 'Business Location Sudtirol Alto Adige', 'Friuli Venezia Giulia Film Commission']",3604827,5387689
5562,The Incredible Burt Wonderstone,100.0,Comedy,New Line Cinema|Benderspink|Carousel Productions,3/14/13,2013,28081000,25682771,3,9360333,"['New Line Cinema', 'Benderspink', 'Carousel Productions']",8560923,-2398229
5563,Mud,130.0,Drama,FilmNation Entertainment|Everest Entertainment,5/1/13,2013,9360333,20206807,2,4680166,"['FilmNation Entertainment', 'Everest Entertainment']",10103403,10846474
5566,Adore,100.0,Drama,Gaumont|CinÃ©@|Canal+|Screen Australia|Screen NSW,4/3/13,2013,14976533,298577,5,2995306,"['Gaumont', 'CinÃ©@', 'Canal+', 'Screen Australia', 'Screen NSW']",59715,-14677956
5567,The Railway Man,116.0,Drama|History,Archer Street Productions|Lionsgate|Pictures in Paradise|Silver Reel|Latitude Media,12/26/13,2013,16848600,20882176,5,3369720,"['Archer Street Productions', 'Lionsgate', 'Pictures in Paradise', 'Silver Reel', 'Latitude Media']",4176435,4033576
5568,Broken City,109.0,Thriller|Crime|Drama,Regency Enterprises|Inferno International|1984 Private Defense Contractors|Closest to the Hole Productions|New Regency Pictures,1/18/13,2013,52417867,18440946,5,10483573,"['Regency Enterprises', 'Inferno International', '1984 Private Defense Contractors', 'Closest to the Hole Productions', 'New Regency Pictures']",3688189,-33976921
5572,Walking With Dinosaurs,87.0,Animation|Family|Adventure,20th Century Fox,12/18/13,2013,74882668,118451761,1,74882668,['20th Century Fox'],118451761,43569093
5575,No One Lives,86.0,Horror|Thriller,Pathe|WWE Studios|Milk & Media|Constance Media,3/9/13,2013,2714496,70125,4,678624,"['Pathe', 'WWE Studios', 'Milk & Media', 'Constance Media']",17531,-2644371
5576,Welcome to the Punch,99.0,Action|Adventure|Crime,Scott Free Productions|IM Global|Automatik Entertainment|Worldview Entertainment|Between The Eyes,3/15/13,2013,7956283,9123,5,1591256,"['Scott Free Productions', 'IM Global', 'Automatik Entertainment', 'Worldview Entertainment', 'Between The Eyes']",1824,-7947160
5577,Beautiful Creatures,124.0,Fantasy|Drama|Romance,Alcon Entertainment|Warner Bros.|Belle Pictures|3 Arts Entertainment,2/13/13,2013,56162001,56210804,4,14040500,"['Alcon Entertainment', 'Warner Bros.', 'Belle Pictures', '3 Arts Entertainment']",14052701,48803
5578,The Frozen Ground,105.0,Thriller|Crime,Grindstone Entertainment Group|Cheetah Vision|K5 International|Paradox Entertainment|Emmett/Furla Films,7/18/13,2013,25478827,5145329,5,5095765,"['Grindstone Entertainment Group', 'Cheetah Vision', 'K5 International', 'Paradox Entertainment', 'Emmett/Furla Films']",1029065,-20333498
5579,The Smurfs 2,105.0,Fantasy|Family|Comedy|Animation,Columbia Pictures|Sony Pictures Animation|Kerner Entertainment Company|Hemisphere Media Capital|NeoReel,7/30/13,2013,98283502,325209978,5,19656700,"['Columbia Pictures', 'Sony Pictures Animation', 'Kerner Entertainment Company', 'Hemisphere Media Capital', 'NeoReel']",65041995,226926476
